Artikelnr;acc_name;Gesamtnr;row;ausg_nr;beznr_komm;relative_date;text;
1;Bitbändiger;52;3;16;16;2015-11-20 01:21;It could not have been formulated better, Ms Merkel is something of power bessening, so far this has only been given by Kohl almost, only with the difference that Ms. Merkel has already set critical voices in her vicinity cold.Well, Ms. Mel is going to experience that does not last forever!;
1;JMDGF;53;3;14;14;2015-11-20 01:22;Somehow it does not fit.If the people are so stupid that they have to protect themselves from themselves, why are representatives elected from that people?They are then at least as stupid, otherwise the people would not be represented, right?It would be different if only a certain part of the people were represented. And a small part. But then it would not be the people of the sovereign, but only a small part of the people.;
1;Nur mal nebenbei bemerkt;54;4;11;11;2015-11-20 01:23;"The Basic Law binds not only the rulers, the state, but also its citizens, if they exercise decision-making power. Fundamental rights could not be eliminated by a referendum. And the abolition of the death penalty results from the fundamental right under Art. 2 sec. 2 GG the literal mention by the Art. 102 GG already has only declaratory effect. Even ""the people"" can not make such decisions.M can be seen from this obvious misunderstanding. E. How smart it is, in principle, to have installed a representative democracy.";
1;Lias Bledt;55;5;23;23;2015-11-20 01:24;Yes that's all right. However, you can still see on such important topics as the one from the article, that it is basically in all these participation paths only in the placebos... but yes, you can eg via local traffic lights or similar. co-decide (which one probably could in a monarchy too).;
1;Rotomon;56;6;28;28;2015-11-20 01:25;"@ EinLeser69: You seriously call it ""backbone"" when we settle an indefinite number of people here year after year, without knowing how our country and the generations of our children / grandchildren will cope with it in five, ten, 20 years ""?Apart from the fact that of the ""new"" people who currently dwell in Germany or still want to come, by no means all are under the protection of our GGs (!):That now suddenly, rhetorically-dramatically, the need in the whole world moves into focus and their elimination to the very European task with priority mutated - Quote from gschmgetreu: ""Are you that millions of people will die without our help or are you against it? "" - is well meant per se, but: where were all the loud voices in the past? Daily dying is already very long in many regions of the world.And a few countries are overwhelmed to make the earth a safe place.";
1;HGF;57;2;1;1;2015-11-20 01:26;"I still do not see a difference to the monarchy if democracy is that sometime in the past somebody has set rules that will never be changeable (even if in doubt they have serious consequences). A king would not necessarily be bound by such solidified rules.Moreover, he could not ""hide"" behind such rules, and he would always know that he alone is responsible. This would not be a worse form of government - at least against the background of the topic discussed here.Democracy is superior in my opinion only as long as the people decide. If it is as limited in its decision as it is here, then again, in my opinion, it is no longer superior.";
1;Rotomon;58;6;55;55;2015-11-20 01:27;"But slowly one must indeed take the hat off to Mrs. Merkel.Yes, if you consider planlessness and factual resistance as positive qualities. ""And that seems to be the case nationwide.""However, this does not reflect the article you linked. Only 26% think they are trustworthy. Allegations are confirmed by evidenceArguments. Yours is the essential.";
1;mer.de;59;3;3;3;2015-11-20 01:28;Well, I understand that, but now we have the decisions of yours for a few years! People! (CDU voters and CDU light voters) endure and I see this at least as destructive, from the point of view of ordinary people, as the strange theories (we have no constitution, etc.) a few diehards. In 2005, I fell asleep, but the second choice is no longer explainable in my eyes.Sovereignty or no constitution, or GG, who does not recognize that Merkel in no way has a genuine, honest attachment to this country and its people, understands any more than any Reich citizens who make impossible by strange theories, any government-critical group to join.Two years ago it was still different, that may be up to me, but I trust Merkel in the meantime as much or little as these Reich citizens.;
1;James Euro;60;4;15;15;2015-11-20 01:29;Of course! That's with the welfare state. If we all raise our legs here, then the welfare state will fail. Unless Frenchmen or Poles declare their willingness to feed the German population.Alternatively, we can accommodate 60 million migrants without language skills and vocational training. Then the welfare state gets done too.;
1;Babanus;61;2;1;1;2015-11-20 01:30;as a non-voter of youThis sentence describes Merkel's big problem right now. Their policy is actually only supported by people who would not dream of ever choosing CDU. She is becoming more popular with them, but that does not bring her a single vote. Their own voters, on the other hand, bail them out. This will definitely be her last (maximum) two years as Chancellor.;
1;Steklo;62;2;1;1;2015-11-20 01:31;"Bitbender # 1.51""... In the linked Focus article it is indeed long and broad - and usually quite convincing - on the legal basis of asylum law (Article 16a GG), but does not mention that the war refugees, for lack of"" political persecution ""not the right to asylum but under the Geneva Refugee Convention, a completely different, international legal basis.To Dublin III, he overlooks essence he claims:If an asylum seeker from another member state of the European Union comes to Germany, it is due to the treaty of Dublin in the other member state.Wrong: Article 17 of the relevant EU Regulation 604/2013 grants each member state wide discretionary grounds for its own jurisdiction. ""It was about the mantra of the Chancellor, which we can not limit the number of refugees due to ""contracts"". This is often led by ""refugee advocates"" in the field.So let's say- Under the Basic Law, the right to asylum obviously has limits, and that is when the state is overburdened.According to Refugee Convention, Article 44, termination is possible. In this respect, upper limits are also possible here.Under Dublin III, according to your statements, the state can do more than it needs to. In that regard, an upper limit is also possible here.The mantra of the Chancellor, there? no upper limits are possible, is therefore not substantiated by the Treaties.";
1;XYZA;63;4;52;52;2015-11-20 01:32;"Great sausage, in fact. What you want to sell - in happy harmony with a certain political phalanx - as ""protection of the citizens"" is nothing other than the incapacitation of citizens in the style of Orwellian horror visions. This is an expression of ideologically based hubris. Her rhetoric is still somewhat amateurishly transparent. They build up Popanze (""death penalty"") to work off it.Luckily you are ""qualified"" to protect ""concerned citizens"" from themselves.";
1;mer.de;64;4;11;11;2015-11-20 01:33;"Alas, my clever @XYZA - I was concerned with the hint that Prof. Scholz, openly present legal messiah of the ""worried"", the legal situation, let's formulate it höfl ich, quite ""shortened"" represents. Maybe intentionally?Of course, there are objective upper limits on the absorption capacity. Anyone who thinks they have already been reached, turns confidently to the BVerfG. In spite of all the big sayings, they have not even dared to do NPD, AfD and CSU - they'll know why.Who brings the (legally possible) termination of the Geneva Refugee Convention on the wall, should not complain, to be located in an unpleasant ""corner"".My reference to Dublin III referred to the fact that Scholz claims that a refugee is due to the Member State from which he is coming (""is ... too ..."" means "" compulsory "" among lawyers ). This is, as stated, nonsense.I did not write about ""upper limits"". But alright - I'm very curious how the strategists from the southern backwoods and beer tents got their respects Want to pour ideas into a constitutional law. My prediction: you will leave it with the spongy claim and use it ad infinitum to blame.Reply to # 1.62 from XYZA";
1;Bitbändiger;65;5;63;63;2015-11-20 01:34;"Not without reason, this article is included in section XI under the heading: Transitional and Final Provisions "".""What speaks against the possibility of the transition to another constitution (recognizing that the present one is already such) in the final clauses? The possibility of being replaced by a constitution does not negate that the current one is already such.""The countries and their people lying on the territory of the former GDR never have the opportunity to freely accept or reject this 1949 GG.It has never been published in these countries because of the political situation. I understand that these countries were not even represented in the Parliamentary Council. ""That's right. However, the connection of the GDR to the FRG was constitutionally effective and was rati fi ed by the People's Chamber of the GDR, which was freely elected in 1990 - with the result that the law of the FRG should also apply in the GDR - decided by elected representatives of the people of the GDR former DDR. Therefore, I do not see to what extent this should jeopardize the status of the constitution as a constitution.";
1;MisterMankind;66;5;45;45;2015-11-20 01:35;If the sunsets really stick through in 2017, pervades your views, then grace us Go period!Another 5 to 7 million illegal immigrants, a family reunification of biblical magnitude of AT LEAST twice that but four times more, in plain English :. Germany uses all its power and resources for this madness!;
1;Ladoga1;67;1;67;9999;2015-11-20 01:36;then grace us go f j!With Go f j one can negotiate about grace, whether it would be with Allah, is in the stars, one has certain doubts there. But anyway, Allah's negotiating partner should not be a woman.;
1;sabrib;68;2;67;67;2015-11-20 01:37;Well, that has often happened in human history: culturally sealed, no longer viable ethnic communities have been replaced by open, mobile and viable societies.;
1;OutOfTime;69;2;67;67;2015-11-20 01:38;"Yes, how cute dying at the borders and on Hl evening the ""Silent Night"" sing? The World is bigger than Germany.";
1;gschmbetreu;70;3;69;69;2015-11-20 01:39;"Well, that's how it has often happened in human history: culturally sealed, no longer viable communities have been replaced by open, mobile and viable societies.DO NOT imply that this is not the population of this country, but ONLY the caste of incompetent and distracted ""politicians""!";
1;Ladoga1;71;3;69;69;2015-11-20 01:40;"Well, we live in a country in which a children's program of the ZDF explains to the children that the French are to blame for terrorism in Paris. I have just come from Paris and if I would tell this to my French friends who are very suffering these days. oh well.Moreover, the whole of Europe should swerve on the German course. The Americans are being branded by our media for their decision not to accept refugees. America should follow the example of the Germans. The British are scolding, the Eastern Europeans are racists - you do not want to recognize yourown responsibility, sta f j of which the French are to blame themselves wheninnocent people are massacred barbarously.This slogan, the only sentence still reminiscent of Geibel, one of the country's best- selling poets in the nineteenth century, is more appealing to the left than to the right in the country today. In several ways: ""On the German nature, the world may recover"".Merkel wants to overtake her policy only the Greens left, as she did once with Fukushima. But she overlooks the dramatic dangers that threaten Germany if her policies continue.Because there are some states in North Africa and the Middle East that are not yet broken, but are potential wobbly candidates. If the global economic situation continues to worsen, it will lead to further civil wars and mass hurricanes.";
1;HamunShadaras;72;2;67;67;2015-11-20 01:41;Removed, as unobjective. The editorial o?ce / mak;
1;IhreAntwort;73;4;70;70;2015-11-20 01:42;Culturally abolished, no longer viable ethnic communitiesWhich national community do you speak of? The German can not be de fi nitv.;
1;IhreAntwort;74;3;69;69;2015-11-20 01:43;I thought that next year 60 million will come (all those who are currently fleeing the world) and they will catch up with all their families (grandparents, cousins, aunts, in - laws and their other children and cousins) their children).Ra f j er ra f j he kna j j makes it so ratz fatz 500 million.* Lord let raining brain ... bi f j e fl eh fl eh *(PS: I now also participate in meaningless numbers games);
1;ChepCon;75;2;67;67;2015-11-20 01:44;Removed, as unobjective. The editorial o?ce / mak;
1;Milchgeld;76;2;67;67;2015-11-20 01:45;The extrapolations of the pre-commentators were all realistic. Why are you doing such a wind?;
1;IhreAntwort;77;3;75;75;2015-11-20 01:46;Assuming that you are correct, the central question arises as to why the entire Federal Government is not capable of recognizing this situation. For my part, I am not sure yet whether I share your diagnosis and whether I can fully support the government's line. However, it is still unclear to me why, from the perspective of the critics, the government denies trivial insights and simple solutions.;
1;Rubinsky;78;2;67;67;2015-11-20 01:47;The comment you refer to has already been removed.;
1;gschmbetreu;79;5;73;73;2015-11-20 01:48;If the sunsets really stick through in 2017, pervades your views, then grace us Go f j!Do you know what happens in 2017? They wake up in the morning and the world keeps turning. Pack your paranoia go to sleep.;
1;AgainstBigotry;80;2;67;67;2015-11-20 01:49;Away. Bi ? e express yourself objectively. The editorial o?ce / mak;
1;G.R.Mane;81;4;70;70;2015-11-20 01:50;Removed, as unobjective. The editorial o?ce / mak 9;
1;Milchgeld;82;3;80;80;2015-11-20 01:51;Yes, and you have to multiply that experience by the factor of 8 million, have told me expert. So 4 billion. How should it continue?;
1;Nizze;83;3;75;75;2015-11-20 01:52;If you take the multiple horror trips as a reality, you should check out thedrugs that these people eat. 4;
1;ChepCon;84;4;77;77;2015-11-20 01:53;"Ah the fact deniers aka forum role back to work.Calculating weak, reading even worse. 42Small calculation example: Hamburg has taken up so far 40,000 ""refugees"".Lt. Koenigssteiner Schlüssel must be 2.5% of the total volume, ergo in Germany 1.6 million have arrived so far. plus those who have submerged What is there to doubt?Next year certainly the same amount or more. Are so the 600000 from the years before, 1.6 + 1.6 + 0.6 = 3.8 million You can always talk it down, settle, but fact is nunmal fact.It's not good, not personal, certainly not fi nancial.";
1;M.Balinowski;85;3;80;80;2015-11-20 01:54;"Concerning. Diagnosis, the ""expertise"" of a government in the course of 2015 1) March 2015h f j p: //www.spiegel.de/pol ...19th August 2015October 5, 2015h f j p: //www.heute.de/rekor ...h f j p: //www.spiegel.de/pol ...Best example of world strangeness:""The federal government does not confirm the 1.5-million-estimate."" The leap in recent weeks is not representative of the rest of the year, said a spokesman for Interior Minister Thomas de Maizière. ""We still assume that the winter months lead to will reduce migration pressure. ""Inability or unworldliness pure!";
1;Ladoga1;86;3;78;78;2015-11-20 01:55;"ChepCon #2.12""... (PS: I now also participate in meaningless numbers games)""That's right, your numbers were useless. The one by Ladoga1 is a bit exaggerated but not unrealistic.500,000 were here until 2014.1.2 million will be determined 2105, currently still 7000-8000 arrive every day. The EU expects 3 million in 2016.hfj p://www.focus.de/polit...With the current distribution in the EU, you can answer the question of where they all want to go themselves.And if 2016 does not change radically, 2017 will look similar to 2016. Of course, you are right in your bid for more brains.";
1;XYZA;87;3;75;75;2015-11-20 01:56;At least 7 million by 2017. But only if it stays at the 10,000 per day. However, these are no longer illegals.Ms. Merkel's new power set is now: make immigration legal. Buzzed as a blueprint for affordable?;
1;phergoph;88;2;67;67;2015-11-20 01:57;Can you, at least now and then, contribute anything sensible to a discussion, apart from any kind of bullying? It would be desirable! THANK YOU in advance;
1;Ladoga1;89;5;84;84;2015-11-20 01:58;I offer you a way, the numbers quoted by me are the lower limit! All we have to do is agree on a mission.PS We already have over 1,500,000 illegal migrants in 2015.;
1;Ladoga1;90;4;87;87;2015-11-20 01:59;The whistle I hold, since I assume that among the 1.5 million not all are illegal here.;
1;XYZA;91;5;90;90;2015-11-20 02:00;The net never forgets!h period ps://www.youtube.com/w...;
1;ignotant;92;3;72;72;2015-11-20 02:01;"I admire your optimism! From2.28 by M.Balinowski,Small calculation example: Hamburg has taken up so far 40,000 ""refugees"".Lt. Koenigssteiner Schlüssel must be 2.5% of the total volume, ergo in Germany 1.6 million have arrived so far. plus those who have submerged.If you look at the K. key as realistic, adding the numbers of a Mr. BIM ""we know from hundreds of unregistered people in D"", then we have actually already cracked the 2 million!";
1;Ladoga1;93;6;91;91;2015-11-20 02:02;"Then just start arguing with real numbers rather than guesswork and ghosts. That would make the discussion very objective.""It would be desirable! THANK YOU in advance""";
1;ChepCon;94;6;89;89;2015-11-20 02:03;Mr Buschkowsky spoke in a talk show even up to 9 million, without which there was a contradiction. 9;
